route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
112,FEB19-Weekday-71-FEB19-1111100-,8236813,"112 BDWY-CLARK TO SOUTH ST VIA LAKEWOOD",1,864349,1120044
111,FEB19-Weekday-71-FEB19-1111100-,8236814,"111 BDWY-LKWD TO SOUTH ST VIA LAKEWOOD M",1,864386,1110075
112,FEB19-Weekday-71-FEB19-1111100-,8236815,"112 BDWY-CLARK TO SOUTH ST VIA LAKEWOOD",1,864344,1120044
111,FEB19-Weekday-71-FEB19-1111100-,8236816,"111 BDWY-LKWD TO SOUTH ST VIA LAKEWOOD M",1,864346,1110075
112,FEB19-Weekday-71-FEB19-1111100-,8236817,"112 BDWY-CLARK TO SOUTH ST VIA LAKEWOOD",1,864350,1120044
111,FEB19-Weekday-71-FEB19-1111100-,8236818,"111 BDWY-LKWD TO SOUTH ST VIA LAKEWOOD M",1,864345,1110075
112,FEB19-Weekday-71-FEB19-1111100-,8236819,"112 BDWY-CLARK TO SOUTH ST VIA LAKEWOOD",1,864348,1120044
111,FEB19-Weekday-71-FEB19-1111100-,8236820,"111 BDWY-LKWD TO SOUTH ST VIA LAKEWOOD M",1,864386,1110075
112,FEB19-Weekday-71-FEB19-1111100-,8236821,"112 BDWY-CLARK TO SOUTH ST VIA LAKEWOOD",1,864344,1120044
111,FEB19-Weekday-71-FEB19-1111100-,8236822,"111 BDWY-LKWD TO SOUTH ST VIA LAKEWOOD M",1,864347,1110075
112,FEB19-Weekday-71-FEB19-1111100-,8236823,"112 BDWY-CLARK TO SOUTH ST VIA LAKEWOOD",1,864346,1120044
111,FEB19-Weekday-71-FEB19-1111100-,8236824,"111 BDWY-LKWD TO SOUTH ST VIA LAKEWOOD M",1,864350,1110075
112,FEB19-Weekday-71-FEB19-1111100-,8236825,"112 BDWY-CLARK TO SOUTH ST VIA LAKEWOOD",1,864345,1120044
111,FEB19-Weekday-71-FEB19-1111100-,8236826,"111 BDWY-LKWD TO SOUTH ST VIA LAKEWOOD M",1,864348,1110075
112,FEB19-Weekday-71-FEB19-1111100-,8236827,"112 BDWY-CLARK TO SOUTH ST VIA LAKEWOOD",1,864386,1120044
111,FEB19-Weekday-71-FEB19-1111100-,8236828,"111 BDWY-LKWD TO SOUTH ST VIA LAKEWOOD M",1,864344,1110075
112,FEB19-Weekday-71-FEB19-1111100-,8236829,"112 BDWY-CLARK TO SOUTH ST VIA LAKEWOOD",1,864347,1120044
111,FEB19-Weekday-71-FEB19-1111100-,8236830,"111 BDWY-LKWD TO SOUTH ST VIA LAKEWOOD M",1,864346,1110075
112,FEB19-Weekday-71-FEB19-1111100-,8236831,"112 BDWY-CLARK TO SOUTH ST VIA LAKEWOOD",1,864350,1120044
111,FEB19-Weekday-71-FEB19-1111100-,8236832,"111 BDWY-LKWD TO SOUTH ST VIA LAKEWOOD M",1,864345,1110075
112,FEB19-Weekday-71-FEB19-1111100-,8236833,"112 BDWY-CLARK TO SOUTH ST VIA LAKEWOOD",1,864348,1120044
111,FEB19-Weekday-71-FEB19-1111100-,8236834,"111 BDWY-LKWD TO SOUTH ST VIA LAKEWOOD M",1,864386,1110075
112,FEB19-Weekday-71-FEB19-1111100-,8236835,"112 BDWY-CLARK TO SOUTH ST VIA LAKEWOOD",1,864344,1120044
111,FEB19-Weekday-71-FEB19-1111100-,8236836,"111 BDWY-LKWD TO SOUTH ST VIA LAKEWOOD M",1,864347,1110075
112,FEB19-Weekday-71-FEB19-1111100-,8236837,"112 BDWY-CLARK TO SOUTH ST VIA LAKEWOOD",1,864346,1120044
111,FEB19-Weekday-71-FEB19-1111100-,8236838,"111 BDWY-LKWD TO SOUTH ST VIA LAKEWOOD M",1,864350,1110075
112,FEB19-Weekday-71-FEB19-1111100-,8236839,"112 BDWY-CLARK TO SOUTH ST VIA LAKEWOOD",1,864345,1120044
111,FEB19-Weekday-71-FEB19-1111100-,8236840,"111 BDWY-LKWD TO SOUTH ST VIA LAKEWOOD M",1,864348,1110075
112,FEB19-Weekday-71-FEB19-1111100-,8236841,"112 BDWY-CLARK TO SOUTH ST VIA LAKEWOOD",1,864386,1120044
111,FEB19-Weekday-71-FEB19-1111100-,8236842,"111 BDWY-LKWD TO SOUTH ST VIA LAKEWOOD M",1,864344,1110075
112,FEB19-Weekday-71-FEB19-1111100-,8236843,"112 BDWY-CLARK TO SOUTH ST VIA LAKEWOOD",1,864347,1120044
111,FEB19-Weekday-71-FEB19-1111100-,8236844,"111 BDWY-LKWD TO SOUTH ST VIA LAKEWOOD M",1,864346,1110075
112,FEB19-Weekday-71-FEB19-1111100-,8236845,"112 BDWY-CLARK TO SOUTH ST VIA LAKEWOOD",1,864349,1120044
111,FEB19-Weekday-71-FEB19-1111100-,8236846,"111 BDWY-LKWD TO SOUTH ST VIA LAKEWOOD M",1,864350,1110075
112,FEB19-Weekday-71-FEB19-1111100-,8236847,"112 BDWY-CLARK TO SOUTH ST VIA LAKEWOOD",1,864345,1120044
111,FEB19-Weekday-71-FEB19-1111100-,8236848,"111 BDWY-LKWD TO SOUTH ST VIA LAKEWOOD M",1,864348,1110075
112,FEB19-Weekday-71-FEB19-1111100-,8236849,"112 BDWY-CLARK TO SOUTH ST VIA LAKEWOOD",1,864386,1120044
111,FEB19-Weekday-71-FEB19-1111100-,8236850,"111 BDWY-LKWD TO SOUTH ST VIA LAKEWOOD M",1,864344,1110075
131,FEB19-Weekday-71-FEB19-1111100-,8236851,"131 REDONDO AVE TO WARDLOW STA",1,864367,1310117
131,FEB19-Weekday-71-FEB19-1111100-,8236852,"131 REDONDO AVE TO WARDLOW STA",1,864353,1310117
131,FEB19-Weekday-71-FEB19-1111100-,8236853,"131 REDONDO AVE TO WARDLOW STA",1,864352,1310117
131,FEB19-Weekday-71-FEB19-1111100-,8236854,"131 REDONDO AVE TO WARDLOW STA",1,864354,1310117
131,FEB19-Weekday-71-FEB19-1111100-,8236855,"131 REDONDO AVE TO WARDLOW STA",1,864351,1310117
131,FEB19-Weekday-71-FEB19-1111100-,8236856,"131 REDONDO AVE TO WARDLOW STA",1,864368,1310117
131,FEB19-Weekday-71-FEB19-1111100-,8236857,"131 REDONDO AVE TO WARDLOW STA",1,864367,1310117
131,FEB19-Weekday-71-FEB19-1111100-,8236858,"131 REDONDO AVE TO WARDLOW STA",1,864353,1310117
131,FEB19-Weekday-71-FEB19-1111100-,8236859,"131 REDONDO AVE TO WARDLOW STA",1,864352,1310117
131,FEB19-Weekday-71-FEB19-1111100-,8236860,"131 REDONDO AVE TO WARDLOW STA",1,864354,1310117
131,FEB19-Weekday-71-FEB19-1111100-,8236861,"131 REDONDO AVE TO WARDLOW STA",1,864351,1310117
131,FEB19-Weekday-71-FEB19-1111100-,8236862,"131 REDONDO AVE TO WARDLOW STA",1,864368,1310117
131,FEB19-Weekday-71-FEB19-1111100-,8236863,"131 REDONDO AVE TO WARDLOW STA",1,864367,1310117
131,FEB19-Weekday-71-FEB19-1111100-,8236864,"131 REDONDO AVE TO WARDLOW STA",1,864353,1310117
131,FEB19-Weekday-71-FEB19-1111100-,8236865,"131 REDONDO AVE TO WARDLOW STA",1,864352,1310117
131,FEB19-Weekday-71-FEB19-1111100-,8236866,"131 REDONDO AVE TO WARDLOW STA",1,864343,1310117
131,FEB19-Weekday-71-FEB19-1111100-,8236867,"131 REDONDO AVE TO WARDLOW STA",1,864351,1310117
131,FEB19-Weekday-71-FEB19-1111100-,8236868,"131 REDONDO AVE TO WARDLOW STA",1,864368,1310117
131,FEB19-Weekday-71-FEB19-1111100-,8236869,"131 REDONDO AVE TO WARDLOW STA",1,864367,1310117
131,FEB19-Weekday-71-FEB19-1111100-,8236870,"131 REDONDO AVE TO WARDLOW STA",1,864351,1310117
